id,type
54f2640c-a3dd-4dc7-8962-c67cf162b979,org.socialmusicdiscovery.server.business.model.core.Label
3c6f7b2f-a258-4803-a1b4-176f3752edc5,org.socialmusicdiscovery.server.business.model.core.Release
9731dd65-7835-4128-af69-495f8d18fbff,org.socialmusicdiscovery.server.business.model.core.RecordingSession
1cf6aa88-fa91-46f2-880b-4fe8bdef42ca,org.socialmusicdiscovery.server.business.model.core.Recording
c14f20e6-4339-4f03-b0c5-32bc76a78a97,org.socialmusicdiscovery.server.business.model.core.Recording
92c06ed6-d29d-4648-835b-8680ca10d376,org.socialmusicdiscovery.server.business.model.core.Recording
06d467bb-41a8-4e24-bb97-dbd94e9fbcec,org.socialmusicdiscovery.server.business.model.core.Recording
1074fb82-400c-4884-ac4f-56b37f340092,org.socialmusicdiscovery.server.business.model.core.Recording
ff134c3e-7225-4847-90cd-6d9125b64003,org.socialmusicdiscovery.server.business.model.core.Recording
4a5d0acb-d2d9-4427-b6c1-1d7165be05cb,org.socialmusicdiscovery.server.business.model.core.Recording
d001c508-a36a-4958-afc7-d987f0466714,org.socialmusicdiscovery.server.business.model.core.Recording
af0bafee-82d6-4b88-a949-1ca28ef52e90,org.socialmusicdiscovery.server.business.model.core.Work
5fc68ce0-f0de-41ee-9133-a29a08d7286b,org.socialmusicdiscovery.server.business.model.core.Work
8358bd79-65e0-4794-b3c2-2e4de84cb6a9,org.socialmusicdiscovery.server.business.model.core.Work
5846bc78-e7b5-4a18-9bd9-4703a1778308,org.socialmusicdiscovery.server.business.model.core.Work
55a9fcd1-4131-4c00-9826-c41b0caf0674,org.socialmusicdiscovery.server.business.model.core.Work
5ce2f584-8e32-4513-8408-f507eea95f50,org.socialmusicdiscovery.server.business.model.core.Work
0e77c6c2-3e42-4e26-aebe-19189abb81d7,org.socialmusicdiscovery.server.business.model.core.Work
c2ba9c73-cbce-4932-9e55-20055ab0bbb5,org.socialmusicdiscovery.server.business.model.core.Work
9328f80e-f50b-4463-be9d-60bb9f687e17,org.socialmusicdiscovery.server.business.model.core.Work
ce08a39e-0188-48a4-9f69-c4c4f59aa607,org.socialmusicdiscovery.server.business.model.core.Work
b8b2cf5e-5250-4726-8290-db2c511ae301,org.socialmusicdiscovery.server.business.model.core.Contributor
86d1c43b-8177-491b-bf0f-0410339c17ea,org.socialmusicdiscovery.server.business.model.core.Contributor
c30c1053-f99a-4031-932e-7bb03f44d5dd,org.socialmusicdiscovery.server.business.model.core.Contributor
0aec3376-2794-4c35-9623-3481d291463f,org.socialmusicdiscovery.server.business.model.core.Contributor
c97c131e-1790-432f-8e3c-448358dc14f5,org.socialmusicdiscovery.server.business.model.core.Contributor
dc0c674b-fb42-4cce-93f3-16f082b2d859,org.socialmusicdiscovery.server.business.model.core.Artist
a4e83dee-6d46-43be-9ea6-c84746a47d02,org.socialmusicdiscovery.server.business.model.core.Artist
a7c1603d-dd53-400a-a812-1d71653e9792,org.socialmusicdiscovery.server.business.model.core.Artist
f75656a8-fa45-4bbf-86b3-a5988b4369e8,org.socialmusicdiscovery.server.business.model.core.Artist
114cd6f7-847d-4cfe-89b4-351909ddce61,org.socialmusicdiscovery.server.business.model.core.Artist
fe95b544-00c1-4b97-b037-df1a55db3c72,org.socialmusicdiscovery.server.business.model.core.Person
6d4d5b26-5718-45a8-a699-ede14a45cfe0,org.socialmusicdiscovery.server.business.model.core.Person
acb50c26-014b-4bb0-981f-6d2342fa565e,org.socialmusicdiscovery.server.business.model.core.Person
79ae39de-ec4a-4db4-a9df-98910fb79aaa,org.socialmusicdiscovery.server.business.model.core.Person
e29a2351-df3c-4769-ad10-9558f00c236b,org.socialmusicdiscovery.server.business.model.core.Track
da67764b-37f4-43da-bdbd-cc64fc2559b0,org.socialmusicdiscovery.server.business.model.core.Track
8e5725f9-5c5d-47fe-ac00-eb7e94e7253c,org.socialmusicdiscovery.server.business.model.core.Track
95c1f024-6ee5-4a2a-93fc-b1b9ecc8646e,org.socialmusicdiscovery.server.business.model.core.Track
eb455002-8443-4c7c-8b06-543761ea23e8,org.socialmusicdiscovery.server.business.model.core.Track
0f194fd6-7714-4eed-9a09-bcb607ac505f,org.socialmusicdiscovery.server.business.model.core.Track
9bee4d74-df59-4840-a344-14ed4be3c21f,org.socialmusicdiscovery.server.business.model.core.Track
c181cf3a-3c75-4941-92a6-256ba9616be3,org.socialmusicdiscovery.server.business.model.core.Track
