id,type
897445de-7754-4b7d-9230-cddc69fb2594,org.socialmusicdiscovery.server.business.model.core.Release
bd5bf54d-3da8-4766-a652-81952f28c4fc,org.socialmusicdiscovery.server.business.model.core.Person
5afd4886-9286-4ec6-a5d3-f6eff731d2a5,org.socialmusicdiscovery.server.business.model.core.Artist
3b908de4-3a83-4ca6-8175-67113803ac28,org.socialmusicdiscovery.server.business.model.core.Contributor
241ca410-7104-4c71-91f9-fa62a45e38ee,org.socialmusicdiscovery.server.business.model.core.Person
2ed0df1c-7be6-40ec-bac5-3614576f178e,org.socialmusicdiscovery.server.business.model.core.Artist
8a937076-b717-484d-81c6-5ccbbe636723,org.socialmusicdiscovery.server.business.model.core.Contributor
772b7ed7-d01c-408b-b40a-524fcd57fc04,org.socialmusicdiscovery.server.business.model.core.Person
eb177b93-eaab-4686-bf5d-303901ca3dea,org.socialmusicdiscovery.server.business.model.core.Artist
389f0647-3719-4f4a-a276-9c50b84127bc,org.socialmusicdiscovery.server.business.model.core.Contributor
4af1ca35-b142-4489-ba0e-b3650e205168,org.socialmusicdiscovery.server.business.model.core.Person
9e70a4ea-b97a-477f-a27f-b687a504956f,org.socialmusicdiscovery.server.business.model.core.Artist
7b2613c8-d941-43fa-9de3-5069d21229e3,org.socialmusicdiscovery.server.business.model.core.Contributor
1672f5a0-c618-40a3-8edd-074d263b13d0,org.socialmusicdiscovery.server.business.model.core.Person
21726a48-04cc-4ac2-9142-38b5a3f09e74,org.socialmusicdiscovery.server.business.model.core.Artist
d7400a81-1764-4e78-b401-148b31468445,org.socialmusicdiscovery.server.business.model.core.Contributor
d571fa67-0066-4c8b-9861-d7f55efed52b,org.socialmusicdiscovery.server.business.model.core.Person
5a54a08e-71ce-4c33-8d80-379586679032,org.socialmusicdiscovery.server.business.model.core.Artist
c6f7e7a1-15d7-4d98-b380-4209d29de2a2,org.socialmusicdiscovery.server.business.model.core.Contributor
a08e281c-0275-4cc1-bd32-8c0a4e38fc87,org.socialmusicdiscovery.server.business.model.core.Person
70ac5407-6ef0-4126-ac3c-53738df65408,org.socialmusicdiscovery.server.business.model.core.Artist
44d0d1cd-191c-4f62-988e-7d5210036f41,org.socialmusicdiscovery.server.business.model.core.Contributor
4c2f0588-2b57-4e74-a8e7-5113ce208894,org.socialmusicdiscovery.server.business.model.core.Work
